Algorithm,Execution_time_500_1,Execution_time_500_2,Execution_time_500_3,Average,std
online_sharing_BFS_Execution_time_sharing_equal_LSHD.csv,1538.460671,1112.637099,1145.297909,1265.465226,236.9843177
online_sharing_BFS_Execution_time_sharing_equal_MSLD.csv,1616.620002,1403.845063,1368.621012,1463.028693,134.1748904
online_sharing_BFS_Execution_time_sharing_equal_MSMD.csv,1560.739875,1388.031694,1366.529434,1438.433668,106.4645158
online_sharing_BFS_Execution_time_sharing_equal_MSHD.csv,1569.206225,1291.314857,1296.025671,1385.515584,159.0981977
online_sharing_BFS_Execution_time_sharing_equal_HSLD.csv,1694.823921,1493.67821,1696.309895,1628.270675,116.562862
online_sharing_BFS_Execution_time_sharing_equal_HSMD.csv,1715.112348,1420.162125,1626.232613,1587.169029,151.3055891
online_sharing_BFS_Execution_time_sharing_equal_HSHD.csv,1712.394491,1643.132445,1775.330541,1710.285826,66.12426917
online_sharing_FFS_Execution_time_sharing_LSLD.csv,1490.538921,1398.502365,1537.36441,1475.468565,70.64703543
online_sharing_FFS_Execution_time_sharing_LSMD.csv,1249.853303,1228.73412,1123.306436,1200.631286,67.7927307
online_sharing_FFS_Execution_time_sharing_LSHD.csv,1310.851427,1213.623995,1191.776176,1238.750533,63.38955745
online_sharing_FFS_Execution_time_sharing_MSLD.csv,1403.873932,1454.44106,1488.314635,1448.876543,42.49448151
online_sharing_FFS_Execution_time_sharing_MSMD.csv,1400.772226,1213.524813,1542.156208,1385.484416,164.848222
online_sharing_FFS_Execution_time_sharing_MSHD.csv,1406.686355,1308.589562,1699.91787,1471.731262,203.6113727
online_sharing_FFS_Execution_time_sharing_HSLD.csv,1547.146523,1314.10243,1828.446991,1563.231981,257.549293
online_sharing_FFS_Execution_time_sharing_HSMD.csv,1417.939379,1346.745363,1580.77148,1448.485407,119.9660401
online_sharing_FFS_Execution_time_sharing_HSHD.csv,1509.73432,1395.424226,1659.174608,1521.444385,132.2645462
online_sharing_WFS_Execution_time_sharing_alpha_LSLD.csv,1512.925447,1365.114466,1650.336861,1509.458925,142.6427924
online_sharing_WFS_Execution_time_sharing_alpha_LSMD.csv,1151.475264,1180.939779,1324.199278,1218.87144,92.398617
online_sharing_WFS_Execution_time_sharing_alpha_LSHD.csv,1175.236717,1295.052302,1449.623912,1306.637644,137.5599809
online_sharing_WFS_Execution_time_sharing_alpha_MSLD.csv,1481.525748,1340.491165,1707.304642,1509.773851,185.0310735
online_sharing_WFS_Execution_time_sharing_alpha_MSMD.csv,1232.706425,1451.443651,1419.554388,1367.901488,118.1630658
online_sharing_WFS_Execution_time_sharing_alpha_MSHD.csv,1219.265482,1376.533273,1683.263532,1426.354096,235.9769764
online_sharing_WFS_Execution_time_sharing_alpha_HSLD.csv,1624.288517,1495.785977,1637.233981,1585.769492,78.1963614
online_sharing_WFS_Execution_time_sharing_alpha_HSMD.csv,1557.55679,1509.611429,2001.251114,1689.473111,271.0697914
online_sharing_WFS_Execution_time_sharing_alpha_HSHD.csv,1788.724169,1441.758407,1742.052853,1657.51181,188.299498
online_sharing_WFS_Execution_time_sharing_beta_LSLD.csv,1418.872787,1380.045546,1806.885643,1535.267992,236.0275403
online_sharing_WFS_Execution_time_sharing_beta_LSMD.csv,1231.711131,1205.081835,1430.543132,1289.112032,123.2044918
online_sharing_WFS_Execution_time_sharing_beta_LSHD.csv,1228.042982,1176.296022,1332.344417,1245.56114,79.4854695
online_sharing_WFS_Execution_time_sharing_beta_MSLD.csv,1419.566714,1370.311238,1813.165108,1534.347687,242.7156598
online_sharing_WFS_Execution_time_sharing_beta_MSMD.csv,1270.152179,1345.985104,1634.092063,1416.743115,192.0106296
online_sharing_WFS_Execution_time_sharing_beta_MSHD.csv,1276.124492,1603.781645,1424.544014,1434.816717,164.0699512
online_sharing_WFS_Execution_time_sharing_beta_HSLD.csv,1515.743402,1693.630628,1908.713404,1706.029145,196.7781696
online_sharing_WFS_Execution_time_sharing_beta_HSMD.csv,1609.191651,1606.703807,2022.317342,1746.070933,239.2396415
online_sharing_WFS_Execution_time_sharing_beta_HSHD.csv,1504.155595,1749.437088,2050.063612,1767.885432,273.4211896
online_sharing_WFS_Execution_time_sharing_equal_LSLD.csv,1466.139169,1294.298934,1526.00027,1428.812791,120.2760208
online_sharing_WFS_Execution_time_sharing_equal_LSMD.csv,1200.737505,1164.389084,1227.378991,1197.50186,31.61936346
online_sharing_WFS_Execution_time_sharing_equal_LSHD.csv,1201.041214,1250.444335,1227.25797,1226.24784,24.7170459
online_sharing_WFS_Execution_time_sharing_equal_MSLD.csv,1603.559028,1302.34241,1627.946782,1511.28274,181.3580344
online_sharing_WFS_Execution_time_sharing_equal_MSMD.csv,1194.084172,1499.293123,1468.761693,1387.379662,168.0934328
online_sharing_WFS_Execution_time_sharing_equal_MSHD.csv,1285.023162,1767.977912,1788.871637,1613.95757,285.0570483
online_sharing_WFS_Execution_time_sharing_equal_HSLD.csv,1265.29825,1758.718586,2002.856238,1675.624358,375.7345263
online_sharing_WFS_Execution_time_sharing_equal_HSMD.csv,1583.831892,1880.566842,1822.788687,1762.395807,157.3161866
online_sharing_WFS_Execution_time_sharing_equal_HSHD.csv,1514.949511,1749.3032,1762.246567,1675.499759,139.1911253
